"x","y","cell_id","population","infected_DM_0","infected_DM_1","infected_DM_2","infected_DM_3","u","var","sd","IoD","CoV"
-2.2556231,53.5229437,4978291221835222016,75,1,1,2,0,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2557857,53.5499085,-8275492292980668416,64,1,0,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.25609,53.6002424,8390469107029190656,194,0,1,0,0,0.25,0.25,0.5,1,2
-2.2536635,53.4474449,-7152446989104167936,100,2,0,0,5,1.75,5.58333333333333,2.3629078131263,3.19047619047619,1.35023303607217
-2.2537224,53.4573321,-3808541654196958720,68,1,1,0,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2537654,53.4645228,6611880053056355328,72,1,2,4,1,2,2,1.4142135623731,1,0.707106781186548
-2.2537976,53.4699158,56118646441252584,104,0,1,0,3,1,2,1.4142135623731,2,1.4142135623731
-2.2539157,53.4896902,-3352035843012958720,143,5,2,6,1,3.5,5.66666666666667,2.38047614284762,1.61904761904762,0.680136040813605
-2.2541255,53.5247446,4639672873337064448,102,1,0,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2541309,53.5256434,-5418371029922270208,112,1,1,1,0,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2521791,53.4510434,-7062285074927731712,2,0,0,0,1,0.25,0.25,0.5,1,2
-2.2525155,53.50767,-8523066058572685312,240,1,2,6,2,2.75,4.91666666666667,2.21735578260835,1.78787878787879,0.806311193675762
-2.2525369,53.5112653,533636608299457280,84,1,1,1,0,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2525422,53.5121642,2314513639405348352,164,3,3,2,2,2.5,0.333333333333333,0.577350269189626,0.133333333333333,0.23094010767585
-2.2530087,53.5903619,3746611666366346752,19,0,1,0,0,0.25,0.25,0.5,1,2
-2.2506151,53.4411593,-7675963362233193472,71,1,0,0,0,0.25,0.25,0.5,1,2
-2.2507211,53.4591361,-719289685966638336,69,0,0,0,1,0.25,0.25,0.5,1,2
-2.2507582,53.465428,-8085232327441484800,67,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2508271,53.4771129,354019376690542336,26,0,1,0,0,0.25,0.25,0.5,1,2
-2.2509439,53.4968872,8701268345528589312,84,2,0,2,2,1.5,1,1,0.666666666666667,0.666666666666667
-2.2509811,53.503179,9001486773051361280,97,3,1,0,0,1,2,1.4142135623731,2,1.4142135623731
-2.2509865,53.5040779,3399684597462979072,124,6,1,1,2,2.5,5.66666666666667,2.38047614284762,2.26666666666667,0.952190457139047
-2.2510024,53.5067744,-2557810717951219200,141,1,0,3,2,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387
-2.2510556,53.5157627,5429944174773963776,66,0,0,2,2,1,1.33333333333333,1.15470053837925,1.33333333333333,1.15470053837925
-2.2510822,53.5202568,1735569156278254336,102,2,2,3,0,1.75,1.58333333333333,1.25830573921179,0.904761904761905,0.719031850978167
-2.2510875,53.5211556,-7503624619309709312,116,1,2,0,1,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2511194,53.5265486,6596890291286632448,65,3,1,0,0,1,2,1.4142135623731,2,1.4142135623731
-2.2512579,53.5499181,-7925508594537474048,44,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2491992,53.4564428,-1262665151373865216,97,0,2,0,0,0.5,1,1,2,2
-2.2494471,53.498688,8287539956484505600,51,3,2,0,0,1.25,2.25,1.5,1.8,1.2
-2.2494683,53.5022834,7610659751882740736,96,0,2,1,3,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387
-2.2494841,53.5049799,6680654625974899712,6,0,1,0,0,0.25,0.25,0.5,1,2
-2.2495317,53.5130693,-1.206532777375e+18,57,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2495581,53.5175635,8542566315400676352,130,2,1,3,0,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387
-2.2499607,53.5858741,-1937282490822468864,29,1,0,0,0,0.25,0.25,0.5,1,2
-2.2476933,53.4564459,-7653867988964342784,97,0,1,0,0,0.25,0.25,0.5,1,2
-2.2477614,53.4681308,-6949652550291979264,180,0,1,0,3,1,2,1.4142135623731,2,1.4142135623731
-2.2477718,53.4699285,7308690779256961024,138,0,2,0,3,1.25,2.25,1.5,1.8,1.2
-2.2479397,53.4986912,-4089120764760763904,48,1,3,2,0,1.5,1.66666666666667,1.29099444873581,1.11111111111111,0.86066296582387
-2.2479869,53.5067807,8567002034274012160,48,1,3,2,1,1.75,0.916666666666667,0.957427107756338,0.523809523809524,0.547101204432193
-2.2480027,53.5094772,2689816657539828224,85,0,2,3,0,1.25,2.25,1.5,1.8,1.2
-2.2480132,53.5112748,4516584862314142208,96,0,1,2,1,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2480184,53.5121736,1421852863175413504,105,0,1,3,4,2,3.33333333333333,1.82574185835055,1.66666666666667,0.912870929175277
-2.2480868,53.5238584,-3352651579521733120,47,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2482183,53.5463291,6309547133981622272,16,1,0,0,0,0.25,0.25,0.5,1,2
-2.2461665,53.4528537,5070807781310827520,99,0,0,1,0,0.25,0.25,0.5,1,2
-2.2461769,53.4546513,-3174668191766150656,43,0,0,1,0,0.25,0.25,0.5,1,2
-2.2461977,53.4582467,8907491340653719552,85,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2464479,53.5013908,9046431901032484864,103,1,3,2,1,1.75,0.916666666666667,0.957427107756338,0.523809523809524,0.547101204432193
-2.2464844,53.5076826,6371666428633347072,69,1,3,0,4,2,3.33333333333333,1.82574185835055,1.66666666666667,0.912870929175277
-2.2464896,53.5085814,4055172485273683456,115,1,0,1,4,1.5,3,1.73205080756888,2,1.15470053837925
-2.2465627,53.5211651,-8376101175673822208,59,0,2,0,0,0.5,1,1,2,2
-2.2447849,53.4744289,6122213781337848832,111,1,1,1,1,1,0,0,0,0
-2.2449559,53.5040904,-6798064982966678528,122,4,1,4,1,2.5,3,1.73205080756888,1.2,0.692820323027551
-2.2450597,53.522067,7283674546815244288,48,1,0,0,0,0.25,0.25,0.5,1,2
-2.2450805,53.5256623,4645382257450051584,13,0,1,0,0,0.25,0.25,0.5,1,2
-2.2454551,53.5903776,3180577359511177728,69,1,0,0,0,0.25,0.25,0.5,1,2
-2.2432114,53.4627471,-8584255067675724800,72,0,0,0,1,0.25,0.25,0.5,1,2
-2.243268,53.4726343,3430661211339613696,300,1,3,5,2,2.75,2.91666666666667,1.70782512765993,1.06060606060606,0.621027319149067
-2.2434586,53.5058911,737089819472938752,94,0,0,1,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2435462,53.5211713,4988001146893052928,58,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.24396,53.5930772,7086311808291479552,97,0,0,0,1,0.25,0.25,0.5,1,2
-2.2417563,53.4717385,-8856656228966393856,456,6,3,5,3,4.25,2.25,1.5,0.529411764705882,0.352941176470588
-2.2417717,53.474435,-5335441571831362560,361,3,2,0,3,2,2,1.4142135623731,1,0.707106781186548
-2.2419816,53.5112872,-4844758757947614208,58,1,0,2,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2420329,53.5202755,9042363853181920256,110,4,0,0,0,1,4,2,4,2
-2.2421766,53.5454427,-4609197287550573056,3,0,1,0,0,0.25,0.25,0.5,1,2
-2.2424234,53.5885861,-6715720764262059008,56,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.242444,53.5921814,-1420960044388500736,120,0,0,1,0,0.25,0.25,0.5,1,2
-2.2401635,53.4564613,8928120638947926016,84,0,1,0,0,0.25,0.25,0.5,1,2
-2.2402143,53.4654497,2588700125718716928,67,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2402244,53.4672474,3722726391797553664,209,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2402549,53.4726404,-4165283725814935040,391,1,3,0,1,1.25,1.58333333333333,1.25830573921179,1.26666666666667,1.00664459136943
-2.2402753,53.4762357,2069696025458255616,68,0,0,0,1,0.25,0.25,0.5,1,2
-2.2405552,53.5256715,9047955976678923264,72,0,0,1,0,0.25,0.25,0.5,1,2
-2.2406062,53.5346598,-7553410006353083392,93,0,1,0,3,1,2,1.4142135623731,2,1.4142135623731
-2.2387635,53.4753399,-2367741057041241600,475,2,3,5,5,3.75,2.25,1.5,0.6,0.4
-2.2389304,53.5050014,4127843880674249216,69,1,0,0,0,0.25,0.25,0.5,1,2
-2.2389405,53.5067991,-6928961369993944064,86,1,0,2,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071
-2.2389607,53.5103944,6869085253351552000,212,1,1,2,4,2,2,1.4142135623731,1,0.707106781186548
-2.2389709,53.5121921,1082714561276011264,79,1,0,1,2,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2390468,53.5256745,3982308953682642432,24,0,1,0,0,0.25,0.25,0.5,1,2
-2.2371566,53.4573662,5301323720246155264,150,0,1,0,0,0.25,0.25,0.5,1,2
-2.2373121,53.4852301,1488031795549406976,88,0,1,0,2,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2373322,53.4888255,-1381244266462303488,48,0,0,0,2,0.5,1,1,2,2
-2.237473,53.5139928,-5896999888727072768,68,3,2,2,1,2,0.666666666666667,0.816496580927726,0.333333333333333,0.408248290463863
-2.2375082,53.5202846,875766678654936832,84,0,3,1,1,1.25,1.58333333333333,1.25830573921179,1.26666666666667,1.00664459136943
-2.2376845,53.5517435,-5843494622017935360,28,0,2,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2379066,53.5912917,2144324865144993536,62,0,0,0,1,0.25,0.25,0.5,1,2
-2.237942,53.5975834,8221514154222897152,63,0,0,1,0,0.25,0.25,0.5,1,2
-2.2357503,53.4753459,-4785219550146097152,640,1,2,3,3,2.25,0.916666666666667,0.957427107756338,0.407407407407407,0.425523159002817
-2.2357852,53.4816378,6679144152484280320,141,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.23593,53.5077039,1653335463837167360,92,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.235985,53.5175911,4566338259240275456,99,0,1,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.236025,53.5247817,-7566956899198550016,135,2,2,3,1,2,0.666666666666667,0.816496580927726,0.333333333333333,0.408248290463863
-2.2364059,53.5930923,7849052530400681984,90,2,0,1,0,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.236421,53.5957888,-3578418713046601216,65,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2686801,53.44112,1561323099836115712,77,1,6,2,6,3.75,6.91666666666667,2.62995563967658,1.84444444444444,0.701321503913756
-2.2687539,53.4528049,4435147735059116544,95,4,3,3,3,3.25,0.25,0.5,0.0769230769230769,0.153846153846154
-2.2688334,53.4653887,-8738292539663768576,226,8,7,7,7,7.25,0.25,0.5,0.0344827586206897,0.0689655172413793
-2.2690269,53.495949,-7075355329554680832,43,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.269061,53.501342,2.520180411402e+18,60,1,0,1,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2691807,53.5202174,-9219102156317585408,96,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2692606,53.532801,-5448819283444573184,103,1,0,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2692663,53.5336998,3001453658564518400,85,1,0,0,0,0.25,0.25,0.5,1,2
-2.2671803,53.4420223,8472544758162132992,52,1,5,1,0,1.75,4.91666666666667,2.21735578260835,2.80952380952381,1.26706044720477
-2.2672142,53.4474153,8694117606224232448,207,9,5,5,6,6.25,3.58333333333333,1.89296944860009,0.573333333333333,0.302875111776015
-2.2673159,53.4635944,7263659053594014720,45,0,0,1,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2674686,53.4878629,-4849847117126267904,73,2,2,1,0,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071
-2.2675139,53.4950536,4072060562641201664,37,0,1,0,0,0.25,0.25,0.5,1,2
-2.2675195,53.4959524,-6085797198623287296,59,1,1,1,0,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2675478,53.5004465,-8099383334000059392,75,0,0,1,0,0.25,0.25,0.5,1,2
-2.2675592,53.5022442,714155619630959360,85,0,1,0,0,0.25,0.25,0.5,1,2
-2.2676385,53.5148278,6590555728644196352,51,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2676498,53.5166255,-587894995139310848,33,0,0,1,0,0.25,0.25,0.5,1,2
-2.2677179,53.5274114,3820778564191209984,66,1,1,0,1,0.75,0.25,0.5,0.333333333333333,0.666666666666667
-2.2677576,53.5337032,1765942618866151168,106,2,0,0,1,0.75,0.916666666666667,0.957427107756338,1.22222222222222,1.27656947700845
-2.2998024,53.5848607,1492275300534348544,63,1,0,0,0,0.25,0.25,0.5,1,2
-2.2948328,53.5219545,8126582826492101632,84,0,1,0,0,0.25,0.25,0.5,1,2
-2.291372,53.4572461,400936319480978176,16,0,1,0,0,0.25,0.25,0.5,1,2
-2.2903264,53.5246621,-4560513375135007232,135,0,0,0,1,0.25,0.25,0.5,1,2
-2.2903818,53.5327515,-4037525970015775232,19,0,0,1,0,0.25,0.25,0.5,1,2
-2.2883905,53.4617476,-941696707904593152,67,0,1,0,0,0.25,0.25,0.5,1,2
-2.2890631,53.5606186,8000867049021699072,94,0,0,0,1,0.25,0.25,0.5,1,2
-2.2865574,53.413214,8439564847778172928,73,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2865634,53.4141128,2244086235940656896,82,0,1,0,0,0.25,0.25,0.5,1,2
-2.2867389,53.4401792,7525227969251110912,100,0,0,0,1,0.25,0.25,0.5,1,2
-2.286751,53.4419768,357805557939255040,103,0,1,1,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2868783,53.4608524,-5360753529994100736,262,0,0,0,2,0.5,1,1,2,2
-2.2873889,53.5363541,4238389989654712832,38,0,0,0,1,0.25,0.25,0.5,1,2
-2.2874742,53.5489376,-8992291383492877312,104,1,0,0,0,0.25,0.25,0.5,1,2
-2.2877428,53.5884856,-3600836993352297984,113,0,1,0,0,0.25,0.25,0.5,1,2
-2.2850589,53.4141164,-2326150663615604224,82,3,2,3,0,2,2,1.4142135623731,1,0.707106781186548
-2.2852396,53.4410816,3494728817488889344,58,0,1,0,0,0.25,0.25,0.5,1,2
-2.2852697,53.4455758,9159716689765476352,138,1,1,1,1,1,0,0,0,0
-2.2858862,53.5372565,-5088389015083125760,78,1,0,0,0,0.25,0.25,0.5,1,2
-2.2861713,53.5795011,-1657571885066203392,56,0,1,0,0,0.25,0.25,0.5,1,2
-2.2835186,53.4087269,3087112355122137600,85,2,6,2,4,3.5,3.66666666666667,1.91485421551268,1.04761904761905,0.547101204432193
-2.2837761,53.4473771,-5459693333498696704,72,0,2,0,0,0.5,1,1,2,2
-2.2838241,53.4545678,-7670590484454127616,158,3,1,0,1,1.25,1.58333333333333,1.25830573921179,1.26666666666667,1.00664459136943
-2.2841966,53.5102954,3314777426739043840,79,0,0,0,1,0.25,0.25,0.5,1,2
-2.2844437,53.5471472,7839436823337224192,69,0,1,0,0,0.25,0.25,0.5,1,2
-2.282056,53.4150224,-8879952954009293824,50,5,3,5,8,5.25,4.25,2.06155281280883,0.80952380952381,0.392676726249301
-2.2821989,53.4365946,6065747358238092288,55,0,3,1,0,1,2,1.4142135623731,2,1.4142135623731
-2.2825093,53.483334,8257212215671278592,88,1,1,0,2,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.282593,53.4959177,1688626734282462976,22,0,1,0,0,0.25,0.25,0.5,1,2
-2.2826708,53.5076025,4948910714818962432,67,1,0,0,0,0.25,0.25,0.5,1,2
-2.2827906,53.525579,2114940571156780800,21,1,0,0,0,0.25,0.25,0.5,1,2
-2.280516,53.4096329,-6273292361791023104,5,0,3,2,2,1.75,1.58333333333333,1.25830573921179,0.904761904761905,0.719031850978167
-2.2806759,53.4339016,6531833516955834368,66,2,2,1,4,2.25,1.58333333333333,1.25830573921179,0.703703703703704,0.559246995205241
-2.2807411,53.4437888,-6316401358366247936,58,1,0,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2807767,53.4491819,1250167104052299520,75,1,2,0,1,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2807886,53.4509795,-7274250121121723392,132,2,2,1,2,1.75,0.25,0.5,0.142857142857143,0.285714285714286
-2.2808064,53.4536761,1379323443210039040,99,0,1,0,1,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2809073,53.4689563,544533492269292288,210,3,0,3,3,2.25,2.25,1.5,1,0.666666666666667
-2.2809252,53.4716528,-6536709207068583936,106,1,1,2,0,1,0.666666666666667,0.816496580927726,0.666666666666667,0.816496580927726
-2.2812643,53.5228861,7315594599346885632,30,1,0,0,0,0.25,0.25,0.5,1,2
-2.2813895,53.5417614,4731366028911439872,71,0,1,0,0,0.25,0.25,0.5,1,2
-2.2789999,53.4078387,125028254233245408,20,15,18,15,18,16.5,3,1.73205080756888,0.181818181818182,0.104972776216296
-2.2790235,53.4114341,1397196653590858496,47,17,19,23,24,20.75,10.9166666666667,3.30403793359983,0.526104417670683,0.159230743787944
-2.2792061,53.4392982,2688314833196445184,130,3,4,3,1,2.75,1.58333333333333,1.25830573921179,0.575757575757576,0.457565723349742
-2.2792592,53.4473877,-4742144674462263296,117,1,2,1,1,1.25,0.25,0.5,0.2,0.4
-2.279271,53.4491854,-3634174672891585024,129,1,1,3,1,1.5,1,1,0.666666666666667,0.666666666666667
-2.2794955,53.4833411,-2985987379193713152,79,1,0,2,2,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071
-2.2775074,53.4096399,4947301433501199360,82,41,46,45,43,43.75,4.91666666666667,2.21735578260835,0.112380952380952,0.0506824178881908
-2.2777067,53.4402005,1856372631446302464,90,2,6,2,4,3.5,3.66666666666667,1.91485421551268,1.04761904761905,0.547101204432193
-2.2777125,53.4410994,-6327396498288151552,118,3,5,4,5,4.25,0.916666666666667,0.957427107756338,0.215686274509804,0.225276966530903
-2.2777301,53.4437959,-366145251308531968,66,2,2,1,0,1.25,0.916666666666667,0.957427107756338,0.733333333333333,0.765941686205071
-2.2778182,53.4572784,1370754339500562176,76,1,1,0,0,0.5,0.333333333333333,0.577350269189626,0.666666666666667,1.15470053837925
-2.2778299,53.4590761,4714336420723943424,50,0,2,0,0,0.5,1,1,2,2
-2.2779004,53.4698621,-1556448238592789760,82,0,1,0,3,1,2,1.4142135623731,2,1.4142135623731
-2.2779474,53.4770528,-8535380428958730240,61,0,3,2,0,1.25,2.25,1.5,1.8,1.2
